Well,GFP,Strain,Plant,Leaf,Date,Machine,Unique_plant_ID,Puncher,Date,GFP
E7,253847,WT,7,Bottom,2022_09_12,SB3,Plant_7_2022_09_12,Mitch,2022_09_12,253847
E8,293929,WT,7,Bottom,2022_09_12,SB3,Plant_7_2022_09_12,Mitch,2022_09_12,293929
E9,465347,WT,8,Top,2022_09_12,SB3,Plant_8_2022_09_12,Mitch,2022_09_12,465347
E10,449248,WT,8,Top,2022_09_12,SB3,Plant_8_2022_09_12,Mitch,2022_09_12,449248
E11,432454,WT,8,Top,2022_09_12,SB3,Plant_8_2022_09_12,Mitch,2022_09_12,432454
E12,452872,WT,8,Top,2022_09_12,SB3,Plant_8_2022_09_12,Mitch,2022_09_12,452872
F1,361335,WT,8,Bottom,2022_09_12,SB3,Plant_8_2022_09_12,Mitch,2022_09_12,361335
F2,429573,WT,8,Bottom,2022_09_12,SB3,Plant_8_2022_09_12,Mitch,2022_09_12,429573
F3,137642,WT,8,Bottom,2022_09_12,SB3,Plant_8_2022_09_12,Mitch,2022_09_12,137642
F4,152218,WT,8,Bottom,2022_09_12,SB3,Plant_8_2022_09_12,Mitch,2022_09_12,152218
F5,768,Leaf,1,Top,2022_09_12,SB3,Plant_1_2022_09_12,Mitch,2022_09_12,768
F6,723,Leaf,1,Top,2022_09_12,SB3,Plant_1_2022_09_12,Mitch,2022_09_12,723
F7,740,Leaf,1,Top,2022_09_12,SB3,Plant_1_2022_09_12,Mitch,2022_09_12,740
F8,729,Leaf,1,Top,2022_09_12,SB3,Plant_1_2022_09_12,Mitch,2022_09_12,729
F9,754,Leaf,1,Bottom,2022_09_12,SB3,Plant_1_2022_09_12,Mitch,2022_09_12,754
F10,715,Leaf,1,Bottom,2022_09_12,SB3,Plant_1_2022_09_12,Mitch,2022_09_12,715
F11,735,Leaf,1,Bottom,2022_09_12,SB3,Plant_1_2022_09_12,Mitch,2022_09_12,735
F12,759,Leaf,1,Bottom,2022_09_12,SB3,Plant_1_2022_09_12,Mitch,2022_09_12,759
G1,802,Leaf,2,Top,2022_09_12,SB3,Plant_2_2022_09_12,Mitch,2022_09_12,802
G2,748,Leaf,2,Top,2022_09_12,SB3,Plant_2_2022_09_12,Mitch,2022_09_12,748
G3,799,Leaf,2,Top,2022_09_12,SB3,Plant_2_2022_09_12,Mitch,2022_09_12,799
G4,844,Leaf,2,Top,2022_09_12,SB3,Plant_2_2022_09_12,Mitch,2022_09_12,844
A1,462563,WT,1,Top,2022_10_17,SB3,Plant_1_2022_10_17,Mitch,2022_10_17,462563
A2,438281,WT,1,Top,2022_10_17,SB3,Plant_1_2022_10_17,Mitch,2022_10_17,438281
A3,392044,WT,1,Top,2022_10_17,SB3,Plant_1_2022_10_17,Mitch,2022_10_17,392044
A4,536579,WT,1,Top,2022_10_17,SB3,Plant_1_2022_10_17,Mitch,2022_10_17,536579
A5,556292,WT,1,Bottom,2022_10_17,SB3,Plant_1_2022_10_17,Mitch,2022_10_17,556292
A6,613912,WT,1,Bottom,2022_10_17,SB3,Plant_1_2022_10_17,Mitch,2022_10_17,613912
A7,575497,WT,1,Bottom,2022_10_17,SB3,Plant_1_2022_10_17,Mitch,2022_10_17,575497
A8,447493,WT,1,Bottom,2022_10_17,SB3,Plant_1_2022_10_17,Mitch,2022_10_17,447493
A9,615937,WT,2,Top,2022_10_17,SB3,Plant_2_2022_10_17,Mitch,2022_10_17,615937
A10,513506,WT,2,Top,2022_10_17,SB3,Plant_2_2022_10_17,Mitch,2022_10_17,513506
A11,489520,WT,2,Top,2022_10_17,SB3,Plant_2_2022_10_17,Mitch,2022_10_17,489520
A12,626273,WT,2,Top,2022_10_17,SB3,Plant_2_2022_10_17,Mitch,2022_10_17,626273
B1,466727,WT,2,Bottom,2022_10_17,SB3,Plant_2_2022_10_17,Mitch,2022_10_17,466727
B2,755412,WT,2,Bottom,2022_10_17,SB3,Plant_2_2022_10_17,Mitch,2022_10_17,755412
B3,601960,WT,2,Bottom,2022_10_17,SB3,Plant_2_2022_10_17,Mitch,2022_10_17,601960
B4,531933,WT,2,Bottom,2022_10_17,SB3,Plant_2_2022_10_17,Mitch,2022_10_17,531933
B5,453924,WT,3,Top,2022_10_17,SB3,Plant_3_2022_10_17,Mitch,2022_10_17,453924
B6,474613,WT,3,Top,2022_10_17,SB3,Plant_3_2022_10_17,Mitch,2022_10_17,474613
B7,493578,WT,3,Top,2022_10_17,SB3,Plant_3_2022_10_17,Mitch,2022_10_17,493578
B8,576507,WT,3,Top,2022_10_17,SB3,Plant_3_2022_10_17,Mitch,2022_10_17,576507
B9,235196,WT,3,Bottom,2022_10_17,SB3,Plant_3_2022_10_17,Mitch,2022_10_17,235196
B10,283888,WT,3,Bottom,2022_10_17,SB3,Plant_3_2022_10_17,Mitch,2022_10_17,283888
B11,257637,WT,3,Bottom,2022_10_17,SB3,Plant_3_2022_10_17,Mitch,2022_10_17,257637
B12,296498,WT,3,Bottom,2022_10_17,SB3,Plant_3_2022_10_17,Mitch,2022_10_17,296498
C1,428967,WT,4,Top,2022_10_17,SB3,Plant_4_2022_10_17,Mitch,2022_10_17,428967
C2,238910,WT,4,Top,2022_10_17,SB3,Plant_4_2022_10_17,Mitch,2022_10_17,238910
C3,220448,WT,4,Top,2022_10_17,SB3,Plant_4_2022_10_17,Mitch,2022_10_17,220448
C4,269188,WT,4,Top,2022_10_17,SB3,Plant_4_2022_10_17,Mitch,2022_10_17,269188
C5,385181,WT,4,Bottom,2022_10_17,SB3,Plant_4_2022_10_17,Mitch,2022_10_17,385181
C6,564750,WT,4,Bottom,2022_10_17,SB3,Plant_4_2022_10_17,Mitch,2022_10_17,564750
C7,384279,WT,4,Bottom,2022_10_17,SB3,Plant_4_2022_10_17,Mitch,2022_10_17,384279
C8,423772,WT,4,Bottom,2022_10_17,SB3,Plant_4_2022_10_17,Mitch,2022_10_17,423772
C9,410336,WT,5,Top,2022_10_17,SB3,Plant_5_2022_10_17,Mitch,2022_10_17,410336
C10,465342,WT,5,Top,2022_10_17,SB3,Plant_5_2022_10_17,Mitch,2022_10_17,465342
C11,397877,WT,5,Top,2022_10_17,SB3,Plant_5_2022_10_17,Mitch,2022_10_17,397877
C12,391157,WT,5,Top,2022_10_17,SB3,Plant_5_2022_10_17,Mitch,2022_10_17,391157
D1,394507,WT,5,Bottom,2022_10_17,SB3,Plant_5_2022_10_17,Mitch,2022_10_17,394507
D2,572257,WT,5,Bottom,2022_10_17,SB3,Plant_5_2022_10_17,Mitch,2022_10_17,572257
D3,428647,WT,5,Bottom,2022_10_17,SB3,Plant_5_2022_10_17,Mitch,2022_10_17,428647
D4,500375,WT,5,Bottom,2022_10_17,SB3,Plant_5_2022_10_17,Mitch,2022_10_17,500375
D5,527653,WT,6,Top,2022_10_17,SB3,Plant_6_2022_10_17,Mitch,2022_10_17,527653
D6,539741,WT,6,Top,2022_10_17,SB3,Plant_6_2022_10_17,Mitch,2022_10_17,539741
D7,511207,WT,6,Top,2022_10_17,SB3,Plant_6_2022_10_17,Mitch,2022_10_17,511207
D8,507940,WT,6,Top,2022_10_17,SB3,Plant_6_2022_10_17,Mitch,2022_10_17,507940
D9,558944,WT,6,Bottom,2022_10_17,SB3,Plant_6_2022_10_17,Mitch,2022_10_17,558944
D10,385497,WT,6,Bottom,2022_10_17,SB3,Plant_6_2022_10_17,Mitch,2022_10_17,385497
D11,472845,WT,6,Bottom,2022_10_17,SB3,Plant_6_2022_10_17,Mitch,2022_10_17,472845
D12,459024,WT,6,Bottom,2022_10_17,SB3,Plant_6_2022_10_17,Mitch,2022_10_17,459024
E1,333991,WT,7,Top,2022_10_17,SB3,Plant_7_2022_10_17,Mitch,2022_10_17,333991
E2,406452,WT,7,Top,2022_10_17,SB3,Plant_7_2022_10_17,Mitch,2022_10_17,406452
E3,366979,WT,7,Top,2022_10_17,SB3,Plant_7_2022_10_17,Mitch,2022_10_17,366979
E4,283519,WT,7,Top,2022_10_17,SB3,Plant_7_2022_10_17,Mitch,2022_10_17,283519
E5,399194,WT,7,Bottom,2022_10_17,SB3,Plant_7_2022_10_17,Mitch,2022_10_17,399194
E6,466422,WT,7,Bottom,2022_10_17,SB3,Plant_7_2022_10_17,Mitch,2022_10_17,466422
E7,508481,WT,7,Bottom,2022_10_17,SB3,Plant_7_2022_10_17,Mitch,2022_10_17,508481
E8,416514,WT,7,Bottom,2022_10_17,SB3,Plant_7_2022_10_17,Mitch,2022_10_17,416514
E9,596203,WT,8,Top,2022_10_17,SB3,Plant_8_2022_10_17,Mitch,2022_10_17,596203
E10,511839,WT,8,Top,2022_10_17,SB3,Plant_8_2022_10_17,Mitch,2022_10_17,511839
E11,461104,WT,8,Top,2022_10_17,SB3,Plant_8_2022_10_17,Mitch,2022_10_17,461104
E12,528154,WT,8,Top,2022_10_17,SB3,Plant_8_2022_10_17,Mitch,2022_10_17,528154
F1,391060,WT,8,Bottom,2022_10_17,SB3,Plant_8_2022_10_17,Mitch,2022_10_17,391060
F2,370436,WT,8,Bottom,2022_10_17,SB3,Plant_8_2022_10_17,Mitch,2022_10_17,370436
F3,496114,WT,8,Bottom,2022_10_17,SB3,Plant_8_2022_10_17,Mitch,2022_10_17,496114
F4,414729,WT,8,Bottom,2022_10_17,SB3,Plant_8_2022_10_17,Mitch,2022_10_17,414729
C9,1128,Leaf,1,Top,2022_10_17,SB3,Plant_1_2022_10_17,Mitch,2022_10_17,1128
C10,648,Leaf,1,Top,2022_10_17,SB3,Plant_1_2022_10_17,Mitch,2022_10_17,648
C11,670,Leaf,1,Top,2022_10_17,SB3,Plant_1_2022_10_17,Mitch,2022_10_17,670
C12,682,Leaf,1,Top,2022_10_17,SB3,Plant_1_2022_10_17,Mitch,2022_10_17,682
D1,669,Leaf,1,Bottom,2022_10_17,SB3,Plant_1_2022_10_17,Mitch,2022_10_17,669
D2,619,Leaf,1,Bottom,2022_10_17,SB3,Plant_1_2022_10_17,Mitch,2022_10_17,619
D3,687,Leaf,1,Bottom,2022_10_17,SB3,Plant_1_2022_10_17,Mitch,2022_10_17,687
D4,674,Leaf,1,Bottom,2022_10_17,SB3,Plant_1_2022_10_17,Mitch,2022_10_17,674
D5,672,Leaf,2,Top,2022_10_17,SB3,Plant_2_2022_10_17,Mitch,2022_10_17,672
D6,913,Leaf,2,Top,2022_10_17,SB3,Plant_2_2022_10_17,Mitch,2022_10_17,913
D7,813,Leaf,2,Top,2022_10_17,SB3,Plant_2_2022_10_17,Mitch,2022_10_17,813
D8,755,Leaf,2,Top,2022_10_17,SB3,Plant_2_2022_10_17,Mitch,2022_10_17,755
D9,594,Leaf,3,Top,2022_10_17,SB3,Plant_3_2022_10_17,Mitch,2022_10_17,594
D10,663,Leaf,3,Top,2022_10_17,SB3,Plant_3_2022_10_17,Mitch,2022_10_17,663
D11,593,Leaf,3,Top,2022_10_17,SB3,Plant_3_2022_10_17,Mitch,2022_10_17,593
D12,668,Leaf,3,Top,2022_10_17,SB3,Plant_3_2022_10_17,Mitch,2022_10_17,668
E1,650,Leaf,3,Bottom,2022_10_17,SB3,Plant_3_2022_10_17,Mitch,2022_10_17,650
E2,684,Leaf,3,Bottom,2022_10_17,SB3,Plant_3_2022_10_17,Mitch,2022_10_17,684
E3,715,Leaf,3,Bottom,2022_10_17,SB3,Plant_3_2022_10_17,Mitch,2022_10_17,715
E4,625,Leaf,3,Bottom,2022_10_17,SB3,Plant_3_2022_10_17,Mitch,2022_10_17,625
E5,673,Leaf,4,Top,2022_10_17,SB3,Plant_4_2022_10_17,Mitch,2022_10_17,673
E6,778,Leaf,4,Top,2022_10_17,SB3,Plant_4_2022_10_17,Mitch,2022_10_17,778
E7,759,Leaf,4,Top,2022_10_17,SB3,Plant_4_2022_10_17,Mitch,2022_10_17,759
E8,667,Leaf,4,Top,2022_10_17,SB3,Plant_4_2022_10_17,Mitch,2022_10_17,667
A1,298538,WT,1,Top,2022_11_07,SB3,Plant_1_2022_11_07,Mitch,2022_11_07,298538
A2,298225,WT,1,Top,2022_11_07,SB3,Plant_1_2022_11_07,Mitch,2022_11_07,298225
A3,467425,WT,1,Top,2022_11_07,SB3,Plant_1_2022_11_07,Mitch,2022_11_07,467425
A4,288799,WT,1,Top,2022_11_07,SB3,Plant_1_2022_11_07,Mitch,2022_11_07,288799
A5,495752,WT,1,Bottom,2022_11_07,SB3,Plant_1_2022_11_07,Mitch,2022_11_07,495752
A6,581741,WT,1,Bottom,2022_11_07,SB3,Plant_1_2022_11_07,Mitch,2022_11_07,581741
A7,488275,WT,1,Bottom,2022_11_07,SB3,Plant_1_2022_11_07,Mitch,2022_11_07,488275
A8,378296,WT,1,Bottom,2022_11_07,SB3,Plant_1_2022_11_07,Mitch,2022_11_07,378296
A9,224692,WT,2,Top,2022_11_07,SB3,Plant_2_2022_11_07,Mitch,2022_11_07,224692
A10,202951,WT,2,Top,2022_11_07,SB3,Plant_2_2022_11_07,Mitch,2022_11_07,202951
A11,307000,WT,2,Top,2022_11_07,SB3,Plant_2_2022_11_07,Mitch,2022_11_07,307000
A12,161486,WT,2,Top,2022_11_07,SB3,Plant_2_2022_11_07,Mitch,2022_11_07,161486
B1,262473,WT,2,Bottom,2022_11_07,SB3,Plant_2_2022_11_07,Mitch,2022_11_07,262473
B2,450576,WT,2,Bottom,2022_11_07,SB3,Plant_2_2022_11_07,Mitch,2022_11_07,450576
B3,357429,WT,2,Bottom,2022_11_07,SB3,Plant_2_2022_11_07,Mitch,2022_11_07,357429
B4,231764,WT,2,Bottom,2022_11_07,SB3,Plant_2_2022_11_07,Mitch,2022_11_07,231764
B5,219237,WT,3,Top,2022_11_07,SB3,Plant_3_2022_11_07,Mitch,2022_11_07,219237
B6,257089,WT,3,Top,2022_11_07,SB3,Plant_3_2022_11_07,Mitch,2022_11_07,257089
B7,296927,WT,3,Top,2022_11_07,SB3,Plant_3_2022_11_07,Mitch,2022_11_07,296927
B8,227603,WT,3,Top,2022_11_07,SB3,Plant_3_2022_11_07,Mitch,2022_11_07,227603
B9,208506,WT,3,Bottom,2022_11_07,SB3,Plant_3_2022_11_07,Mitch,2022_11_07,208506
B10,437585,WT,3,Bottom,2022_11_07,SB3,Plant_3_2022_11_07,Mitch,2022_11_07,437585
B11,299858,WT,3,Bottom,2022_11_07,SB3,Plant_3_2022_11_07,Mitch,2022_11_07,299858
B12,395320,WT,3,Bottom,2022_11_07,SB3,Plant_3_2022_11_07,Mitch,2022_11_07,395320
C1,276442,WT,4,Top,2022_11_07,SB3,Plant_4_2022_11_07,Mitch,2022_11_07,276442
C2,278463,WT,4,Top,2022_11_07,SB3,Plant_4_2022_11_07,Mitch,2022_11_07,278463
C3,266960,WT,4,Top,2022_11_07,SB3,Plant_4_2022_11_07,Mitch,2022_11_07,266960
C4,268193,WT,4,Top,2022_11_07,SB3,Plant_4_2022_11_07,Mitch,2022_11_07,268193
C5,327206,WT,4,Bottom,2022_11_07,SB3,Plant_4_2022_11_07,Mitch,2022_11_07,327206
C6,318454,WT,4,Bottom,2022_11_07,SB3,Plant_4_2022_11_07,Mitch,2022_11_07,318454
C7,330493,WT,4,Bottom,2022_11_07,SB3,Plant_4_2022_11_07,Mitch,2022_11_07,330493
C8,333521,WT,4,Bottom,2022_11_07,SB3,Plant_4_2022_11_07,Mitch,2022_11_07,333521
C9,352590,WT,5,Top,2022_11_07,SB3,Plant_5_2022_11_07,Mitch,2022_11_07,352590
C10,284671,WT,5,Top,2022_11_07,SB3,Plant_5_2022_11_07,Mitch,2022_11_07,284671
C11,260603,WT,5,Top,2022_11_07,SB3,Plant_5_2022_11_07,Mitch,2022_11_07,260603
C12,285699,WT,5,Top,2022_11_07,SB3,Plant_5_2022_11_07,Mitch,2022_11_07,285699
D1,250720,WT,5,Bottom,2022_11_07,SB3,Plant_5_2022_11_07,Mitch,2022_11_07,250720
D2,290837,WT,5,Bottom,2022_11_07,SB3,Plant_5_2022_11_07,Mitch,2022_11_07,290837
D3,288189,WT,5,Bottom,2022_11_07,SB3,Plant_5_2022_11_07,Mitch,2022_11_07,288189
D4,295701,WT,5,Bottom,2022_11_07,SB3,Plant_5_2022_11_07,Mitch,2022_11_07,295701
D5,204897,WT,6,Top,2022_11_07,SB3,Plant_6_2022_11_07,Mitch,2022_11_07,204897
D6,368588,WT,6,Top,2022_11_07,SB3,Plant_6_2022_11_07,Mitch,2022_11_07,368588
D7,334764,WT,6,Top,2022_11_07,SB3,Plant_6_2022_11_07,Mitch,2022_11_07,334764
D8,303990,WT,6,Top,2022_11_07,SB3,Plant_6_2022_11_07,Mitch,2022_11_07,303990
D9,169679,WT,6,Bottom,2022_11_07,SB3,Plant_6_2022_11_07,Mitch,2022_11_07,169679
D10,180762,WT,6,Bottom,2022_11_07,SB3,Plant_6_2022_11_07,Mitch,2022_11_07,180762
D11,211865,WT,6,Bottom,2022_11_07,SB3,Plant_6_2022_11_07,Mitch,2022_11_07,211865
D12,264691,WT,6,Bottom,2022_11_07,SB3,Plant_6_2022_11_07,Mitch,2022_11_07,264691
E1,179096,WT,7,Top,2022_11_07,SB3,Plant_7_2022_11_07,Mitch,2022_11_07,179096
E2,249842,WT,7,Top,2022_11_07,SB3,Plant_7_2022_11_07,Mitch,2022_11_07,249842
E3,279071,WT,7,Top,2022_11_07,SB3,Plant_7_2022_11_07,Mitch,2022_11_07,279071
E4,197865,WT,7,Top,2022_11_07,SB3,Plant_7_2022_11_07,Mitch,2022_11_07,197865
E5,284205,WT,7,Bottom,2022_11_07,SB3,Plant_7_2022_11_07,Mitch,2022_11_07,284205
E6,289024,WT,7,Bottom,2022_11_07,SB3,Plant_7_2022_11_07,Mitch,2022_11_07,289024
E7,295989,WT,7,Bottom,2022_11_07,SB3,Plant_7_2022_11_07,Mitch,2022_11_07,295989
E8,264226,WT,7,Bottom,2022_11_07,SB3,Plant_7_2022_11_07,Mitch,2022_11_07,264226
E9,236264,WT,8,Top,2022_11_07,SB3,Plant_8_2022_11_07,Mitch,2022_11_07,236264
E10,358449,WT,8,Top,2022_11_07,SB3,Plant_8_2022_11_07,Mitch,2022_11_07,358449
E11,299304,WT,8,Top,2022_11_07,SB3,Plant_8_2022_11_07,Mitch,2022_11_07,299304
E12,91356,WT,8,Top,2022_11_07,SB3,Plant_8_2022_11_07,Mitch,2022_11_07,91356
F1,310307,WT,8,Bottom,2022_11_07,SB3,Plant_8_2022_11_07,Mitch,2022_11_07,310307
F2,337662,WT,8,Bottom,2022_11_07,SB3,Plant_8_2022_11_07,Mitch,2022_11_07,337662
F3,254118,WT,8,Bottom,2022_11_07,SB3,Plant_8_2022_11_07,Mitch,2022_11_07,254118
F4,353326,WT,8,Bottom,2022_11_07,SB3,Plant_8_2022_11_07,Mitch,2022_11_07,353326
A1,732,Leaf,1,Top,2022_11_07,SB3,Plant_1_2022_11_07,Mitch,2022_11_07,732
A2,694,Leaf,1,Top,2022_11_07,SB3,Plant_1_2022_11_07,Mitch,2022_11_07,694
A3,612,Leaf,1,Top,2022_11_07,SB3,Plant_1_2022_11_07,Mitch,2022_11_07,612
A4,591,Leaf,1,Top,2022_11_07,SB3,Plant_1_2022_11_07,Mitch,2022_11_07,591
A5,692,Leaf,1,Bottom,2022_11_07,SB3,Plant_1_2022_11_07,Mitch,2022_11_07,692
A6,709,Leaf,1,Bottom,2022_11_07,SB3,Plant_1_2022_11_07,Mitch,2022_11_07,709
A7,757,Leaf,1,Bottom,2022_11_07,SB3,Plant_1_2022_11_07,Mitch,2022_11_07,757
A8,640,Leaf,1,Bottom,2022_11_07,SB3,Plant_1_2022_11_07,Mitch,2022_11_07,640
A9,685,Leaf,2,Top,2022_11_07,SB3,Plant_2_2022_11_07,Mitch,2022_11_07,685
A10,683,Leaf,2,Top,2022_11_07,SB3,Plant_2_2022_11_07,Mitch,2022_11_07,683
A11,689,Leaf,2,Top,2022_11_07,SB3,Plant_2_2022_11_07,Mitch,2022_11_07,689
A12,679,Leaf,2,Top,2022_11_07,SB3,Plant_2_2022_11_07,Mitch,2022_11_07,679
B1,673,Leaf,2,Bottom,2022_11_07,SB3,Plant_2_2022_11_07,Mitch,2022_11_07,673
B2,639,Leaf,2,Bottom,2022_11_07,SB3,Plant_2_2022_11_07,Mitch,2022_11_07,639
B3,646,Leaf,2,Bottom,2022_11_07,SB3,Plant_2_2022_11_07,Mitch,2022_11_07,646
B4,597,Leaf,2,Bottom,2022_11_07,SB3,Plant_2_2022_11_07,Mitch,2022_11_07,597
B5,642,Leaf,3,Top,2022_11_07,SB3,Plant_3_2022_11_07,Mitch,2022_11_07,642
B6,656,Leaf,3,Top,2022_11_07,SB3,Plant_3_2022_11_07,Mitch,2022_11_07,656
B7,705,Leaf,3,Top,2022_11_07,SB3,Plant_3_2022_11_07,Mitch,2022_11_07,705
B8,576,Leaf,3,Top,2022_11_07,SB3,Plant_3_2022_11_07,Mitch,2022_11_07,576
B9,594,Leaf,3,Bottom,2022_11_07,SB3,Plant_3_2022_11_07,Mitch,2022_11_07,594
B10,592,Leaf,3,Bottom,2022_11_07,SB3,Plant_3_2022_11_07,Mitch,2022_11_07,592
B11,597,Leaf,3,Bottom,2022_11_07,SB3,Plant_3_2022_11_07,Mitch,2022_11_07,597
B12,651,Leaf,3,Bottom,2022_11_07,SB3,Plant_3_2022_11_07,Mitch,2022_11_07,651
A1,907747,WT,1,Top,2022_12_05,SB2,Plant_1_2022_12_05,Mitch,2022_12_05,907747
A2,579450,WT,1,Top,2022_12_05,SB2,Plant_1_2022_12_05,Mitch,2022_12_05,579450
A3,741414,WT,1,Top,2022_12_05,SB2,Plant_1_2022_12_05,Mitch,2022_12_05,741414
A4,913911,WT,1,Top,2022_12_05,SB2,Plant_1_2022_12_05,Mitch,2022_12_05,913911
A5,757615,WT,1,Bottom,2022_12_05,SB2,Plant_1_2022_12_05,Mitch,2022_12_05,757615
A6,750900,WT,1,Bottom,2022_12_05,SB2,Plant_1_2022_12_05,Mitch,2022_12_05,750900
A7,520029,WT,1,Bottom,2022_12_05,SB2,Plant_1_2022_12_05,Mitch,2022_12_05,520029
A8,488405,WT,1,Bottom,2022_12_05,SB2,Plant_1_2022_12_05,Mitch,2022_12_05,488405
A9,694688,WT,2,Top,2022_12_05,SB2,Plant_2_2022_12_05,Mitch,2022_12_05,694688
A10,678707,WT,2,Top,2022_12_05,SB2,Plant_2_2022_12_05,Mitch,2022_12_05,678707
A11,601091,WT,2,Top,2022_12_05,SB2,Plant_2_2022_12_05,Mitch,2022_12_05,601091
A12,605056,WT,2,Top,2022_12_05,SB2,Plant_2_2022_12_05,Mitch,2022_12_05,605056
B1,570975,WT,2,Bottom,2022_12_05,SB2,Plant_2_2022_12_05,Mitch,2022_12_05,570975
B2,900737,WT,2,Bottom,2022_12_05,SB2,Plant_2_2022_12_05,Mitch,2022_12_05,900737
B3,975632,WT,2,Bottom,2022_12_05,SB2,Plant_2_2022_12_05,Mitch,2022_12_05,975632
B4,593844,WT,2,Bottom,2022_12_05,SB2,Plant_2_2022_12_05,Mitch,2022_12_05,593844
B5,326771,WT,3,Top,2022_12_05,SB2,Plant_3_2022_12_05,Mitch,2022_12_05,326771
B6,370635,WT,3,Top,2022_12_05,SB2,Plant_3_2022_12_05,Mitch,2022_12_05,370635
B7,295301,WT,3,Top,2022_12_05,SB2,Plant_3_2022_12_05,Mitch,2022_12_05,295301
B8,295094,WT,3,Top,2022_12_05,SB2,Plant_3_2022_12_05,Mitch,2022_12_05,295094
B9,552498,WT,3,Bottom,2022_12_05,SB2,Plant_3_2022_12_05,Mitch,2022_12_05,552498
B10,477806,WT,3,Bottom,2022_12_05,SB2,Plant_3_2022_12_05,Mitch,2022_12_05,477806
B11,305718,WT,3,Bottom,2022_12_05,SB2,Plant_3_2022_12_05,Mitch,2022_12_05,305718
B12,354390,WT,3,Bottom,2022_12_05,SB2,Plant_3_2022_12_05,Mitch,2022_12_05,354390
C1,695249,WT,4,Top,2022_12_05,SB2,Plant_4_2022_12_05,Mitch,2022_12_05,695249
C2,383982,WT,4,Top,2022_12_05,SB2,Plant_4_2022_12_05,Mitch,2022_12_05,383982
C3,755257,WT,4,Top,2022_12_05,SB2,Plant_4_2022_12_05,Mitch,2022_12_05,755257
C4,447280,WT,4,Top,2022_12_05,SB2,Plant_4_2022_12_05,Mitch,2022_12_05,447280
C5,534153,WT,4,Bottom,2022_12_05,SB2,Plant_4_2022_12_05,Mitch,2022_12_05,534153
C6,660103,WT,4,Bottom,2022_12_05,SB2,Plant_4_2022_12_05,Mitch,2022_12_05,660103
C7,876269,WT,4,Bottom,2022_12_05,SB2,Plant_4_2022_12_05,Mitch,2022_12_05,876269
C8,889170,WT,4,Bottom,2022_12_05,SB2,Plant_4_2022_12_05,Mitch,2022_12_05,889170
C9,910287,WT,5,Top,2022_12_05,SB2,Plant_5_2022_12_05,Mitch,2022_12_05,910287
C10,973817,WT,5,Top,2022_12_05,SB2,Plant_5_2022_12_05,Mitch,2022_12_05,973817
C11,1048157,WT,5,Top,2022_12_05,SB2,Plant_5_2022_12_05,Mitch,2022_12_05,1048157
C12,888149,WT,5,Top,2022_12_05,SB2,Plant_5_2022_12_05,Mitch,2022_12_05,888149
D1,535800,WT,5,Bottom,2022_12_05,SB2,Plant_5_2022_12_05,Mitch,2022_12_05,535800
D2,650208,WT,5,Bottom,2022_12_05,SB2,Plant_5_2022_12_05,Mitch,2022_12_05,650208
D3,677739,WT,5,Bottom,2022_12_05,SB2,Plant_5_2022_12_05,Mitch,2022_12_05,677739
D4,441848,WT,5,Bottom,2022_12_05,SB2,Plant_5_2022_12_05,Mitch,2022_12_05,441848
D5,564891,WT,6,Top,2022_12_05,SB2,Plant_6_2022_12_05,Mitch,2022_12_05,564891
D6,582997,WT,6,Top,2022_12_05,SB2,Plant_6_2022_12_05,Mitch,2022_12_05,582997
D7,639229,WT,6,Top,2022_12_05,SB2,Plant_6_2022_12_05,Mitch,2022_12_05,639229
D8,609019,WT,6,Top,2022_12_05,SB2,Plant_6_2022_12_05,Mitch,2022_12_05,609019
D9,939633,WT,6,Bottom,2022_12_05,SB2,Plant_6_2022_12_05,Mitch,2022_12_05,939633
D10,1166104,WT,6,Bottom,2022_12_05,SB2,Plant_6_2022_12_05,Mitch,2022_12_05,1166104
D11,692648,WT,6,Bottom,2022_12_05,SB2,Plant_6_2022_12_05,Mitch,2022_12_05,692648
D12,546874,WT,6,Bottom,2022_12_05,SB2,Plant_6_2022_12_05,Mitch,2022_12_05,546874
E1,735801,WT,7,Top,2022_12_05,SB2,Plant_7_2022_12_05,Mitch,2022_12_05,735801
E2,713294,WT,7,Top,2022_12_05,SB2,Plant_7_2022_12_05,Mitch,2022_12_05,713294
E3,559551,WT,7,Top,2022_12_05,SB2,Plant_7_2022_12_05,Mitch,2022_12_05,559551
E4,641722,WT,7,Top,2022_12_05,SB2,Plant_7_2022_12_05,Mitch,2022_12_05,641722
E5,576644,WT,7,Bottom,2022_12_05,SB2,Plant_7_2022_12_05,Mitch,2022_12_05,576644
E6,452741,WT,7,Bottom,2022_12_05,SB2,Plant_7_2022_12_05,Mitch,2022_12_05,452741
E7,568742,WT,7,Bottom,2022_12_05,SB2,Plant_7_2022_12_05,Mitch,2022_12_05,568742
E8,596771,WT,7,Bottom,2022_12_05,SB2,Plant_7_2022_12_05,Mitch,2022_12_05,596771
E9,170723,WT,8,Top,2022_12_05,SB2,Plant_8_2022_12_05,Mitch,2022_12_05,170723
E10,635499,WT,8,Top,2022_12_05,SB2,Plant_8_2022_12_05,Mitch,2022_12_05,635499
E11,433731,WT,8,Top,2022_12_05,SB2,Plant_8_2022_12_05,Mitch,2022_12_05,433731
E12,539796,WT,8,Top,2022_12_05,SB2,Plant_8_2022_12_05,Mitch,2022_12_05,539796
