Well,GFP,Strain,Plant,Leaf,Date,Unique_plant_ID
B5,829,Leaf,3,Top,2022_12_05,Plant_3_2022_12_05
B6,861,Leaf,3,Top,2022_12_05,Plant_3_2022_12_05
B7,736,Leaf,3,Top,2022_12_05,Plant_3_2022_12_05
B8,740,Leaf,3,Top,2022_12_05,Plant_3_2022_12_05
B9,983,Leaf,3,Bottom,2022_12_05,Plant_3_2022_12_05
B10,770,Leaf,3,Bottom,2022_12_05,Plant_3_2022_12_05
B11,746,Leaf,3,Bottom,2022_12_05,Plant_3_2022_12_05
B12,840,Leaf,3,Bottom,2022_12_05,Plant_3_2022_12_05
A1,826113,WT,1,Top,2023_01_09,Plant_1_2023_01_09
A2,920009,WT,1,Top,2023_01_09,Plant_1_2023_01_09
A3,789181,WT,1,Top,2023_01_09,Plant_1_2023_01_09
A4,660249,WT,1,Top,2023_01_09,Plant_1_2023_01_09
A5,754230,WT,1,Bottom,2023_01_09,Plant_1_2023_01_09
A6,698151,WT,1,Bottom,2023_01_09,Plant_1_2023_01_09
A7,731917,WT,1,Bottom,2023_01_09,Plant_1_2023_01_09
A8,787556,WT,1,Bottom,2023_01_09,Plant_1_2023_01_09
A9,602648,WT,2,Top,2023_01_09,Plant_2_2023_01_09
A10,541373,WT,2,Top,2023_01_09,Plant_2_2023_01_09
A11,571891,WT,2,Top,2023_01_09,Plant_2_2023_01_09
A12,612874,WT,2,Top,2023_01_09,Plant_2_2023_01_09
B1,779332,WT,2,Bottom,2023_01_09,Plant_2_2023_01_09
B2,641782,WT,2,Bottom,2023_01_09,Plant_2_2023_01_09
B3,765511,WT,2,Bottom,2023_01_09,Plant_2_2023_01_09
B4,644812,WT,2,Bottom,2023_01_09,Plant_2_2023_01_09
B5,755958,WT,3,Top,2023_01_09,Plant_3_2023_01_09
B6,997055,WT,3,Top,2023_01_09,Plant_3_2023_01_09
B7,646254,WT,3,Top,2023_01_09,Plant_3_2023_01_09
B8,731820,WT,3,Top,2023_01_09,Plant_3_2023_01_09
B9,1000907,WT,3,Bottom,2023_01_09,Plant_3_2023_01_09
B10,804312,WT,3,Bottom,2023_01_09,Plant_3_2023_01_09
B11,890190,WT,3,Bottom,2023_01_09,Plant_3_2023_01_09
B12,897410,WT,3,Bottom,2023_01_09,Plant_3_2023_01_09
C1,689868,WT,4,Top,2023_01_09,Plant_4_2023_01_09
C2,491035,WT,4,Top,2023_01_09,Plant_4_2023_01_09
C3,540599,WT,4,Top,2023_01_09,Plant_4_2023_01_09
C4,490330,WT,4,Top,2023_01_09,Plant_4_2023_01_09
C5,768760,WT,4,Bottom,2023_01_09,Plant_4_2023_01_09
C6,167283,WT,4,Bottom,2023_01_09,Plant_4_2023_01_09
C7,878053,WT,4,Bottom,2023_01_09,Plant_4_2023_01_09
C8,657709,WT,4,Bottom,2023_01_09,Plant_4_2023_01_09
C9,628564,WT,5,Top,2023_01_09,Plant_5_2023_01_09
C10,539318,WT,5,Top,2023_01_09,Plant_5_2023_01_09
C11,556921,WT,5,Top,2023_01_09,Plant_5_2023_01_09
C12,802053,WT,5,Top,2023_01_09,Plant_5_2023_01_09
D1,689383,WT,5,Bottom,2023_01_09,Plant_5_2023_01_09
D2,700514,WT,5,Bottom,2023_01_09,Plant_5_2023_01_09
D3,618253,WT,5,Bottom,2023_01_09,Plant_5_2023_01_09
D4,623352,WT,5,Bottom,2023_01_09,Plant_5_2023_01_09
D5,773998,WT,6,Top,2023_01_09,Plant_6_2023_01_09
D6,894928,WT,6,Top,2023_01_09,Plant_6_2023_01_09
D7,895728,WT,6,Top,2023_01_09,Plant_6_2023_01_09
D8,1018887,WT,6,Top,2023_01_09,Plant_6_2023_01_09
D9,783425,WT,6,Bottom,2023_01_09,Plant_6_2023_01_09
D10,776989,WT,6,Bottom,2023_01_09,Plant_6_2023_01_09
D11,788936,WT,6,Bottom,2023_01_09,Plant_6_2023_01_09
D12,689265,WT,6,Bottom,2023_01_09,Plant_6_2023_01_09
E1,513972,WT,7,Top,2023_01_09,Plant_7_2023_01_09
E2,635093,WT,7,Top,2023_01_09,Plant_7_2023_01_09
E3,615898,WT,7,Top,2023_01_09,Plant_7_2023_01_09
E4,740618,WT,7,Top,2023_01_09,Plant_7_2023_01_09
E5,664022,WT,7,Bottom,2023_01_09,Plant_7_2023_01_09
E6,532994,WT,7,Bottom,2023_01_09,Plant_7_2023_01_09
E7,709893,WT,7,Bottom,2023_01_09,Plant_7_2023_01_09
E8,738052,WT,7,Bottom,2023_01_09,Plant_7_2023_01_09
E9,531076,WT,8,Top,2023_01_09,Plant_8_2023_01_09
E10,534504,WT,8,Top,2023_01_09,Plant_8_2023_01_09
E11,570462,WT,8,Top,2023_01_09,Plant_8_2023_01_09
E12,787930,WT,8,Top,2023_01_09,Plant_8_2023_01_09
F1,579312,WT,8,Bottom,2023_01_09,Plant_8_2023_01_09
F2,642416,WT,8,Bottom,2023_01_09,Plant_8_2023_01_09
F3,619080,WT,8,Bottom,2023_01_09,Plant_8_2023_01_09
F4,619623,WT,8,Bottom,2023_01_09,Plant_8_2023_01_09
A1,1497,Leaf,1,Top,2023_01_09,Plant_1_2023_01_09
A2,1094,Leaf,1,Top,2023_01_09,Plant_1_2023_01_09
A3,1166,Leaf,1,Top,2023_01_09,Plant_1_2023_01_09
A4,1082,Leaf,1,Top,2023_01_09,Plant_1_2023_01_09
A5,1047,Leaf,1,Bottom,2023_01_09,Plant_1_2023_01_09
A6,927,Leaf,1,Bottom,2023_01_09,Plant_1_2023_01_09
A7,1053,Leaf,1,Bottom,2023_01_09,Plant_1_2023_01_09
A8,1163,Leaf,1,Bottom,2023_01_09,Plant_1_2023_01_09
A9,228,Leaf,2,Top,2023_01_09,Plant_2_2023_01_09
A10,216,Leaf,2,Top,2023_01_09,Plant_2_2023_01_09
A11,216,Leaf,2,Top,2023_01_09,Plant_2_2023_01_09
A12,228,Leaf,2,Top,2023_01_09,Plant_2_2023_01_09
B1,1131,Leaf,2,Bottom,2023_01_09,Plant_2_2023_01_09
B2,1037,Leaf,2,Bottom,2023_01_09,Plant_2_2023_01_09
B3,1091,Leaf,2,Bottom,2023_01_09,Plant_2_2023_01_09
B4,1024,Leaf,2,Bottom,2023_01_09,Plant_2_2023_01_09
B5,1054,Leaf,3,Top,2023_01_09,Plant_3_2023_01_09
B6,998,Leaf,3,Top,2023_01_09,Plant_3_2023_01_09
B7,1224,Leaf,3,Top,2023_01_09,Plant_3_2023_01_09
B8,1000,Leaf,3,Top,2023_01_09,Plant_3_2023_01_09
A1,496367,WT,1,Top,2023_02_06,Plant_1_2023_02_06
A2,418112,WT,1,Top,2023_02_06,Plant_1_2023_02_06
A3,629010,WT,1,Top,2023_02_06,Plant_1_2023_02_06
A4,472149,WT,1,Top,2023_02_06,Plant_1_2023_02_06
A5,752435,WT,1,Bottom,2023_02_06,Plant_1_2023_02_06
A6,728654,WT,1,Bottom,2023_02_06,Plant_1_2023_02_06
A7,627808,WT,1,Bottom,2023_02_06,Plant_1_2023_02_06
A8,536367,WT,1,Bottom,2023_02_06,Plant_1_2023_02_06
A9,627998,WT,2,Top,2023_02_06,Plant_2_2023_02_06
A10,713885,WT,2,Top,2023_02_06,Plant_2_2023_02_06
A11,595824,WT,2,Top,2023_02_06,Plant_2_2023_02_06
A12,739150,WT,2,Top,2023_02_06,Plant_2_2023_02_06
B1,428641,WT,2,Bottom,2023_02_06,Plant_2_2023_02_06
B2,484404,WT,2,Bottom,2023_02_06,Plant_2_2023_02_06
B3,489772,WT,2,Bottom,2023_02_06,Plant_2_2023_02_06
B4,443433,WT,2,Bottom,2023_02_06,Plant_2_2023_02_06
B5,521545,WT,3,Top,2023_02_06,Plant_3_2023_02_06
B6,609536,WT,3,Top,2023_02_06,Plant_3_2023_02_06
B7,631860,WT,3,Top,2023_02_06,Plant_3_2023_02_06
B8,581409,WT,3,Top,2023_02_06,Plant_3_2023_02_06
B9,465274,WT,3,Bottom,2023_02_06,Plant_3_2023_02_06
B10,486232,WT,3,Bottom,2023_02_06,Plant_3_2023_02_06
B11,460232,WT,3,Bottom,2023_02_06,Plant_3_2023_02_06
B12,381572,WT,3,Bottom,2023_02_06,Plant_3_2023_02_06
C1,569759,WT,4,Top,2023_02_06,Plant_4_2023_02_06
C2,471289,WT,4,Top,2023_02_06,Plant_4_2023_02_06
C3,891847,WT,4,Top,2023_02_06,Plant_4_2023_02_06
C4,409762,WT,4,Top,2023_02_06,Plant_4_2023_02_06
C5,776462,WT,4,Bottom,2023_02_06,Plant_4_2023_02_06
C6,767704,WT,4,Bottom,2023_02_06,Plant_4_2023_02_06
C7,689541,WT,4,Bottom,2023_02_06,Plant_4_2023_02_06
C8,732769,WT,4,Bottom,2023_02_06,Plant_4_2023_02_06
C9,392444,WT,5,Top,2023_02_06,Plant_5_2023_02_06
C10,380365,WT,5,Top,2023_02_06,Plant_5_2023_02_06
C11,358244,WT,5,Top,2023_02_06,Plant_5_2023_02_06
C12,556977,WT,5,Top,2023_02_06,Plant_5_2023_02_06
D1,637196,WT,5,Bottom,2023_02_06,Plant_5_2023_02_06
D2,716933,WT,5,Bottom,2023_02_06,Plant_5_2023_02_06
D3,691955,WT,5,Bottom,2023_02_06,Plant_5_2023_02_06
D4,715932,WT,5,Bottom,2023_02_06,Plant_5_2023_02_06
D5,467185,WT,6,Top,2023_02_06,Plant_6_2023_02_06
D6,487831,WT,6,Top,2023_02_06,Plant_6_2023_02_06
D7,432306,WT,6,Top,2023_02_06,Plant_6_2023_02_06
D8,586299,WT,6,Top,2023_02_06,Plant_6_2023_02_06
D9,443228,WT,6,Bottom,2023_02_06,Plant_6_2023_02_06
D10,437965,WT,6,Bottom,2023_02_06,Plant_6_2023_02_06
D11,421176,WT,6,Bottom,2023_02_06,Plant_6_2023_02_06
D12,518833,WT,6,Bottom,2023_02_06,Plant_6_2023_02_06
E1,436407,WT,7,Top,2023_02_06,Plant_7_2023_02_06
E2,602594,WT,7,Top,2023_02_06,Plant_7_2023_02_06
E3,578121,WT,7,Top,2023_02_06,Plant_7_2023_02_06
E4,552410,WT,7,Top,2023_02_06,Plant_7_2023_02_06
E5,633671,WT,7,Bottom,2023_02_06,Plant_7_2023_02_06
E6,467115,WT,7,Bottom,2023_02_06,Plant_7_2023_02_06
E7,385598,WT,7,Bottom,2023_02_06,Plant_7_2023_02_06
E8,390435,WT,7,Bottom,2023_02_06,Plant_7_2023_02_06
E9,1074984,WT,8,Top,2023_02_06,Plant_8_2023_02_06
E10,836847,WT,8,Top,2023_02_06,Plant_8_2023_02_06
E11,487834,WT,8,Top,2023_02_06,Plant_8_2023_02_06
E12,805417,WT,8,Top,2023_02_06,Plant_8_2023_02_06
F1,747009,WT,8,Bottom,2023_02_06,Plant_8_2023_02_06
F2,564136,WT,8,Bottom,2023_02_06,Plant_8_2023_02_06
F3,530000,WT,8,Bottom,2023_02_06,Plant_8_2023_02_06
F4,491830,WT,8,Bottom,2023_02_06,Plant_8_2023_02_06
F5,898,Leaf,1,Top,2023_02_06,Plant_1_2023_02_06
F6,914,Leaf,1,Top,2023_02_06,Plant_1_2023_02_06
F7,998,Leaf,1,Top,2023_02_06,Plant_1_2023_02_06
F8,854,Leaf,1,Top,2023_02_06,Plant_1_2023_02_06
F9,959,Leaf,1,Bottom,2023_02_06,Plant_1_2023_02_06
F10,952,Leaf,1,Bottom,2023_02_06,Plant_1_2023_02_06
F11,1056,Leaf,1,Bottom,2023_02_06,Plant_1_2023_02_06
F12,868,Leaf,1,Bottom,2023_02_06,Plant_1_2023_02_06
G1,998,Leaf,2,Top,2023_02_06,Plant_2_2023_02_06
G2,951,Leaf,2,Top,2023_02_06,Plant_2_2023_02_06
G3,937,Leaf,2,Top,2023_02_06,Plant_2_2023_02_06
G4,948,Leaf,2,Top,2023_02_06,Plant_2_2023_02_06
A1,967482,WT,1,Top,2023_05_30,Plant_1_2023_05_30
A2,1375820,WT,1,Top,2023_05_30,Plant_1_2023_05_30
A3,1536022,WT,1,Top,2023_05_30,Plant_1_2023_05_30
A4,1044916,WT,1,Top,2023_05_30,Plant_1_2023_05_30
A5,1361309,WT,1,Bottom,2023_05_30,Plant_1_2023_05_30
A6,1098907,WT,1,Bottom,2023_05_30,Plant_1_2023_05_30
A7,1265169,WT,1,Bottom,2023_05_30,Plant_1_2023_05_30
A8,1249802,WT,1,Bottom,2023_05_30,Plant_1_2023_05_30
A9,1032454,WT,2,Top,2023_05_30,Plant_2_2023_05_30
A10,1275467,WT,2,Top,2023_05_30,Plant_2_2023_05_30
A11,1034192,WT,2,Top,2023_05_30,Plant_2_2023_05_30
A12,1357250,WT,2,Top,2023_05_30,Plant_2_2023_05_30
B1,1084719,WT,2,Bottom,2023_05_30,Plant_2_2023_05_30
B2,816322,WT,2,Bottom,2023_05_30,Plant_2_2023_05_30
B3,919963,WT,2,Bottom,2023_05_30,Plant_2_2023_05_30
B4,789813,WT,2,Bottom,2023_05_30,Plant_2_2023_05_30
B5,973216,WT,3,Top,2023_05_30,Plant_3_2023_05_30
B6,1030453,WT,3,Top,2023_05_30,Plant_3_2023_05_30
B7,1379186,WT,3,Top,2023_05_30,Plant_3_2023_05_30
B8,1129219,WT,3,Top,2023_05_30,Plant_3_2023_05_30
B9,944308,WT,3,Bottom,2023_05_30,Plant_3_2023_05_30
B10,1019102,WT,3,Bottom,2023_05_30,Plant_3_2023_05_30
B11,1094051,WT,3,Bottom,2023_05_30,Plant_3_2023_05_30
B12,857746,WT,3,Bottom,2023_05_30,Plant_3_2023_05_30
C1,1424890,WT,4,Top,2023_05_30,Plant_4_2023_05_30
C2,1358599,WT,4,Top,2023_05_30,Plant_4_2023_05_30
C3,946357,WT,4,Top,2023_05_30,Plant_4_2023_05_30
C4,964663,WT,4,Top,2023_05_30,Plant_4_2023_05_30
C5,1101117,WT,4,Bottom,2023_05_30,Plant_4_2023_05_30
C6,901791,WT,4,Bottom,2023_05_30,Plant_4_2023_05_30
C7,820768,WT,4,Bottom,2023_05_30,Plant_4_2023_05_30
C8,1227330,WT,4,Bottom,2023_05_30,Plant_4_2023_05_30
C9,806071,WT,5,Top,2023_05_30,Plant_5_2023_05_30
C10,976166,WT,5,Top,2023_05_30,Plant_5_2023_05_30
C11,1043330,WT,5,Top,2023_05_30,Plant_5_2023_05_30
C12,948859,WT,5,Top,2023_05_30,Plant_5_2023_05_30
D1,713738,WT,5,Bottom,2023_05_30,Plant_5_2023_05_30
D2,983107,WT,5,Bottom,2023_05_30,Plant_5_2023_05_30
D3,644703,WT,5,Bottom,2023_05_30,Plant_5_2023_05_30
D4,720244,WT,5,Bottom,2023_05_30,Plant_5_2023_05_30
D5,1099907,WT,6,Top,2023_05_30,Plant_6_2023_05_30
D6,1311347,WT,6,Top,2023_05_30,Plant_6_2023_05_30
D7,1265558,WT,6,Top,2023_05_30,Plant_6_2023_05_30
D8,964806,WT,6,Top,2023_05_30,Plant_6_2023_05_30
D9,1021968,WT,6,Bottom,2023_05_30,Plant_6_2023_05_30
D10,840469,WT,6,Bottom,2023_05_30,Plant_6_2023_05_30
D11,711658,WT,6,Bottom,2023_05_30,Plant_6_2023_05_30
D12,1085153,WT,6,Bottom,2023_05_30,Plant_6_2023_05_30
E1,386318,WT,7,Top,2023_05_30,Plant_7_2023_05_30
E2,931863,WT,7,Top,2023_05_30,Plant_7_2023_05_30
E3,785522,WT,7,Top,2023_05_30,Plant_7_2023_05_30
E4,900311,WT,7,Top,2023_05_30,Plant_7_2023_05_30
E5,833563,WT,7,Bottom,2023_05_30,Plant_7_2023_05_30
E6,666300,WT,7,Bottom,2023_05_30,Plant_7_2023_05_30
E7,751102,WT,7,Bottom,2023_05_30,Plant_7_2023_05_30
E8,949080,WT,7,Bottom,2023_05_30,Plant_7_2023_05_30
E9,954791,WT,8,Top,2023_05_30,Plant_8_2023_05_30
E10,958122,WT,8,Top,2023_05_30,Plant_8_2023_05_30
E11,890231,WT,8,Top,2023_05_30,Plant_8_2023_05_30
E12,581567,WT,8,Top,2023_05_30,Plant_8_2023_05_30
F1,970082,WT,8,Bottom,2023_05_30,Plant_8_2023_05_30
F2,892393,WT,8,Bottom,2023_05_30,Plant_8_2023_05_30
F3,740495,WT,8,Bottom,2023_05_30,Plant_8_2023_05_30
F4,773556,WT,8,Bottom,2023_05_30,Plant_8_2023_05_30
A1,1156768,WT,1,Top,2023_07_03,Plant_1_2023_07_03
A2,879843,WT,1,Top,2023_07_03,Plant_1_2023_07_03
A3,1092635,WT,1,Top,2023_07_03,Plant_1_2023_07_03
A4,1108683,WT,1,Top,2023_07_03,Plant_1_2023_07_03
A5,850826,WT,1,Bottom,2023_07_03,Plant_1_2023_07_03
A6,523875,WT,1,Bottom,2023_07_03,Plant_1_2023_07_03
A7,861478,WT,1,Bottom,2023_07_03,Plant_1_2023_07_03
A8,834625,WT,1,Bottom,2023_07_03,Plant_1_2023_07_03
A9,958959,WT,2,Top,2023_07_03,Plant_2_2023_07_03
A10,1067914,WT,2,Top,2023_07_03,Plant_2_2023_07_03
A11,1042297,WT,2,Top,2023_07_03,Plant_2_2023_07_03
A12,779746,WT,2,Top,2023_07_03,Plant_2_2023_07_03
B1,906923,WT,2,Bottom,2023_07_03,Plant_2_2023_07_03
B2,799108,WT,2,Bottom,2023_07_03,Plant_2_2023_07_03
B3,755755,WT,2,Bottom,2023_07_03,Plant_2_2023_07_03
B4,847797,WT,2,Bottom,2023_07_03,Plant_2_2023_07_03
B5,844598,WT,3,Top,2023_07_03,Plant_3_2023_07_03
B6,491939,WT,3,Top,2023_07_03,Plant_3_2023_07_03
B7,818833,WT,3,Top,2023_07_03,Plant_3_2023_07_03
B8,762390,WT,3,Top,2023_07_03,Plant_3_2023_07_03
B9,696827,WT,3,Bottom,2023_07_03,Plant_3_2023_07_03
B10,601882,WT,3,Bottom,2023_07_03,Plant_3_2023_07_03
B11,728571,WT,3,Bottom,2023_07_03,Plant_3_2023_07_03
B12,676993,WT,3,Bottom,2023_07_03,Plant_3_2023_07_03
C1,1085681,WT,4,Top,2023_07_03,Plant_4_2023_07_03
C2,1406056,WT,4,Top,2023_07_03,Plant_4_2023_07_03
C3,1374848,WT,4,Top,2023_07_03,Plant_4_2023_07_03
C4,1279202,WT,4,Top,2023_07_03,Plant_4_2023_07_03
C5,693712,WT,4,Bottom,2023_07_03,Plant_4_2023_07_03
C6,626156,WT,4,Bottom,2023_07_03,Plant_4_2023_07_03
C7,656001,WT,4,Bottom,2023_07_03,Plant_4_2023_07_03
C8,547393,WT,4,Bottom,2023_07_03,Plant_4_2023_07_03
C9,1133933,WT,5,Top,2023_07_03,Plant_5_2023_07_03
C10,889579,WT,5,Top,2023_07_03,Plant_5_2023_07_03
C11,899864,WT,5,Top,2023_07_03,Plant_5_2023_07_03
C12,804815,WT,5,Top,2023_07_03,Plant_5_2023_07_03
D1,1023103,WT,5,Bottom,2023_07_03,Plant_5_2023_07_03
D2,660948,WT,5,Bottom,2023_07_03,Plant_5_2023_07_03
D3,952418,WT,5,Bottom,2023_07_03,Plant_5_2023_07_03
D4,691200,WT,5,Bottom,2023_07_03,Plant_5_2023_07_03
D5,1025529,WT,6,Top,2023_07_03,Plant_6_2023_07_03
D6,696486,WT,6,Top,2023_07_03,Plant_6_2023_07_03
D7,820976,WT,6,Top,2023_07_03,Plant_6_2023_07_03
D8,643886,WT,6,Top,2023_07_03,Plant_6_2023_07_03
D9,526484,WT,6,Bottom,2023_07_03,Plant_6_2023_07_03
D10,657491,WT,6,Bottom,2023_07_03,Plant_6_2023_07_03
D11,594792,WT,6,Bottom,2023_07_03,Plant_6_2023_07_03
D12,538833,WT,6,Bottom,2023_07_03,Plant_6_2023_07_03
E1,1107176,WT,7,Top,2023_07_03,Plant_7_2023_07_03
E2,999279,WT,7,Top,2023_07_03,Plant_7_2023_07_03
E3,635113,WT,7,Top,2023_07_03,Plant_7_2023_07_03
E4,908139,WT,7,Top,2023_07_03,Plant_7_2023_07_03
E5,530126,WT,7,Bottom,2023_07_03,Plant_7_2023_07_03
E6,616610,WT,7,Bottom,2023_07_03,Plant_7_2023_07_03
E7,733969,WT,7,Bottom,2023_07_03,Plant_7_2023_07_03
E8,599521,WT,7,Bottom,2023_07_03,Plant_7_2023_07_03
E9,1034294,WT,8,Top,2023_07_03,Plant_8_2023_07_03
E10,734560,WT,8,Top,2023_07_03,Plant_8_2023_07_03
E11,816341,WT,8,Top,2023_07_03,Plant_8_2023_07_03
E12,853160,WT,8,Top,2023_07_03,Plant_8_2023_07_03
F1,744886,WT,8,Bottom,2023_07_03,Plant_8_2023_07_03
F2,810610,WT,8,Bottom,2023_07_03,Plant_8_2023_07_03
F3,562877,WT,8,Bottom,2023_07_03,Plant_8_2023_07_03
F4,924903,WT,8,Bottom,2023_07_03,Plant_8_2023_07_03
F5,972,Leaf,1,Top,2023_07_03,Plant_1_2023_07_03
F6,923,Leaf,1,Top,2023_07_03,Plant_1_2023_07_03
F7,872,Leaf,1,Top,2023_07_03,Plant_1_2023_07_03
F8,951,Leaf,1,Top,2023_07_03,Plant_1_2023_07_03
F9,916,Leaf,1,Bottom,2023_07_03,Plant_1_2023_07_03
F10,915,Leaf,1,Bottom,2023_07_03,Plant_1_2023_07_03
F11,963,Leaf,1,Bottom,2023_07_03,Plant_1_2023_07_03
F12,977,Leaf,1,Bottom,2023_07_03,Plant_1_2023_07_03
G1,1058,Leaf,2,Top,2023_07_03,Plant_2_2023_07_03
G2,948,Leaf,2,Top,2023_07_03,Plant_2_2023_07_03
G3,1010,Leaf,2,Top,2023_07_03,Plant_2_2023_07_03
G4,1038,Leaf,2,Top,2023_07_03,Plant_2_2023_07_03
